sample_id,family,n_qubits,parameter,label,ground_energy,physical_diagnostic,split
0,cluster,8,0.55,-1,-7.048436579507744,0.7997559335604226,transition_sweep
1,cluster,8,0.5650000000000001,-1,-7.110692350115583,0.788703046408565,transition_sweep
2,cluster,8,0.5800000000000001,-1,-7.174716192677323,0.7775635154798994,transition_sweep
3,cluster,8,0.5950000000000001,-1,-7.24047359078341,0.7663661690315132,transition_sweep
4,cluster,8,0.61,-1,-7.3079274737516196,0.7551388941783234,transition_sweep
5,cluster,8,0.625,-1,-7.377038564745451,0.7439083616935079,transition_sweep
6,cluster,8,0.64,-1,-7.447765731800392,0.7326997974762098,transition_sweep
7,cluster,8,0.655,-1,-7.52006633473152,0.7215368020557985,transition_sweep
8,cluster,8,0.67,-1,-7.5938965618082035,0.7104412175516058,transition_sweep
9,cluster,8,0.685,-1,-7.669211751096153,0.6994330398709,transition_sweep
10,cluster,8,0.7,-1,-7.74596669241481,0.6885303726590971,transition_sweep
11,cluster,8,0.7150000000000001,-1,-7.824115906891905,0.6777494185775804,transition_sweep
12,cluster,8,0.73,-1,-7.903613902068664,0.6671045029849703,transition_sweep
13,cluster,8,0.745,-1,-7.984415401393673,0.656608124764971,transition_sweep
14,cluster,8,0.76,-1,-8.066475547713578,0.6462710291492294,transition_sweep
15,cluster,8,0.775,-1,-8.149750081020365,0.6361022975199778,transition_sweep
16,cluster,8,0.79,-1,-8.234195491242838,0.6261094496136058,transition_sweep
17,cluster,8,0.8049999999999999,-1,-8.319769147277274,0.6162985540129121,transition_sweep
18,cluster,8,0.8200000000000001,-1,-8.406429403752966,0.6066743432764019,transition_sweep
19,cluster,8,0.835,-1,-8.494135687227264,0.5972403307182063,transition_sweep
20,cluster,8,0.85,-1,-8.5828485636246,0.5879989262644928,transition_sweep
21,cluster,8,0.865,-1,-8.672529788777672,0.5789515494514511,transition_sweep
22,cluster,8,0.88,-1,-8.763142343923338,0.5700987379392323,transition_sweep
23,cluster,8,0.895,-1,-8.85465045794951,0.5614402504838462,transition_sweep
24,cluster,8,0.9099999999999999,-1,-8.947019618105887,0.5529751635537034,transition_sweep
25,cluster,8,0.925,-1,-9.040216570784533,0.5447019611162122,transition_sweep
26,cluster,8,0.94,-1,-9.134209313850889,0.5366186173720966,transition_sweep
27,cluster,8,0.955,-1,-9.228967081881056,0.5287226723861153,transition_sweep
28,cluster,8,0.97,-1,-9.324460325524612,0.5210113007554926,transition_sweep
29,cluster,8,0.985,-1,-9.420660686085506,0.5134813735342556,transition_sweep
30,cluster,8,1.0,-1,-9.517540966287259,0.5061295137319773,transition_sweep
31,cluster,8,1.015,-1,-9.615075098069923,0.49895214577562474,transition_sweep
32,cluster,8,1.03,-1,-9.713238108156217,0.49194553933183754,transition_sweep
33,cluster,8,1.045,-1,-9.812006082023963,0.485105847920592,transition_sweep
34,cluster,8,1.06,-1,-9.911356126828531,0.4784291427572995,transition_sweep
35,cluster,8,1.075,-1,-10.011266333737396,0.47191144224585785,transition_sweep
36,cluster,8,1.0899999999999999,-1,-10.111715740065147,0.46554873752658327,transition_sweep
37,cluster,8,1.105,-1,-10.21268429153075,0.45933701448487163,transition_sweep
38,cluster,8,1.12,-1,-10.314152804903973,0.45327227257555386,transition_sweep
39,cluster,8,1.135,-1,-10.416102931255216,0.44735054081332537,transition_sweep
40,cluster,8,1.15,-1,-10.51851711998215,0.4415678912441448,transition_sweep
41,cluster,8,1.165,-1,-10.621378583747061,0.4359204501911062,transition_sweep
42,cluster,8,1.18,-1,-10.724671264429212,0.43040440753295045,transition_sweep
43,cluster,8,1.1949999999999998,-1,-10.828379800167346,0.4250160242612009,transition_sweep
44,cluster,8,1.21,-1,-10.932489493545797,0.41975163853302866,transition_sweep
45,cluster,8,1.225,-1,-11.036986280957873,0.41460767040492746,transition_sweep
46,cluster,8,1.24,-1,-11.14185670316496,0.409580625433587,transition_sweep
47,cluster,8,1.255,-1,-11.247087877055186,0.4046670972880404,transition_sweep
48,cluster,8,1.27,-1,-11.352667468596817,0.3998637695145511,transition_sweep
49,cluster,8,1.285,-1,-11.458583666969623,0.39516741657711524,transition_sweep
50,cluster,8,1.2999999999999998,-1,-11.564825159854799,0.3905749042779429,transition_sweep
51,cluster,8,1.315,-1,-11.671381109854066,0.38608318965317084,transition_sweep
52,cluster,8,1.33,-1,-11.778241132008052,0.38168932042723386,transition_sweep
53,cluster,8,1.345,-1,-11.885395272378247,0.3773904340976741,transition_sweep
54,cluster,8,1.3599999999999999,-1,-11.992833987656807,0.37318375671351606,transition_sweep
55,cluster,8,1.375,-1,-12.100548125765044,0.369066601403149,transition_sweep
56,cluster,8,1.39,-1,-12.208528907402107,0.36503636669817013,transition_sweep
57,cluster,8,1.4049999999999998,-1,-12.31676790850372,0.361090534695828,transition_sweep
58,cluster,8,1.42,-1,-12.425257043572937,0.3572266690948764,transition_sweep
59,cluster,8,1.435,-1,-12.533988549841546,0.35344241313672486,transition_sweep
60,cluster,8,1.45,-1,-12.642954972226967,0.34973548747660504,transition_sweep
