sample_id,family,n_qubits,parameter,label,ground_energy,physical_diagnostic,split
0,xxz,8,1.3426714323571,1,-15.096251270193788,0.3619302985280923,labelled
1,xxz,8,1.4593377970295598,1,-15.663981898575708,0.38531897601792897,labelled
2,xxz,8,-0.4888687929507331,0,-8.027347068912784,0.084177327187804,labelled
3,xxz,8,1.4033300516664347,1,-15.389938560833558,0.374029319671796,labelled
4,xxz,8,-0.2838709784342567,0,-8.607050530341782,0.10789320188224576,labelled
5,xxz,8,0.1213746593470777,0,-9.940355595750177,0.1587770649813735,labelled
6,xxz,8,0.4811796311559007,0,-11.297969065441297,0.21011753654410967,labelled
7,xxz,8,1.4886938688783375,1,-15.808711745273513,0.3912774642366737,labelled
8,xxz,8,-0.2507648269436991,0,-8.707153377871865,0.11182711001501026,labelled
9,xxz,8,-0.4348427895610597,0,-8.173069542844566,0.09033664173378897,labelled
10,xxz,8,1.8761587739800722,1,-17.78711531342204,0.47153903953004866,labelled
11,xxz,8,1.3969375629889489,1,-15.358835244723503,0.372747742685434,labelled
12,xxz,8,0.029920148026204352,0,-9.620009532577782,0.14672240776550297,labelled
13,xxz,8,0.38799068368688117,0,-10.93216646228682,0.1961795636368079,labelled
14,xxz,8,1.817078277732243,1,-17.477475115380102,0.4592081105033758,labelled
15,xxz,8,1.4679095720714894,1,-15.706164732103007,0.3870560330993231,labelled
16,xxz,8,1.564408973204824,1,-16.18542875645684,0.40675996738004166,labelled
17,xxz,8,1.546409506112564,1,-16.095427905509716,0.4030656141551635,labelled
18,xxz,8,1.5992841384901593,1,-16.36059597150153,0.41393968252353097,labelled
19,xxz,8,1.4803114757323161,1,-15.767309062081816,0.38957334781927255,labelled
20,xxz,8,-0.6810958695057325,0,-7.555674404817001,0.06246220730411241,labelled
21,xxz,8,1.5847687887555726,1,-16.287564431514983,0.4109481075083249,labelled
22,xxz,8,1.4516271807867267,1,-15.626091549318172,0.38375844897606204,labelled
23,xxz,8,0.21907579596741944,0,-10.294063404581525,0.17207677967001658,labelled
24,xxz,8,0.6420525697532937,0,-11.951425268893097,0.23531201922979925,labelled
25,xxz,8,-0.3457146729334314,0,-8.424700210010553,0.10063055775175221,labelled
26,xxz,8,0.23534769435233904,0,-10.35408993351183,0.17433612238869092,labelled
27,xxz,8,1.6420622399715847,1,-16.576861213387456,0.42278093980592546,labelled
28,xxz,8,-0.06346498826361091,0,-9.304123345617251,0.134780215736396,labelled
29,xxz,8,-0.383221298499639,0,-8.317158767443866,0.09627590995227356,labelled
30,xxz,8,-0.7409826808373254,0,-7.425770152377304,0.05561703840474354,labelled
31,xxz,8,1.4141697858174094,1,-15.442762519788207,0.3762058531111225,labelled
32,xxz,8,1.4866292808335575,1,-15.798508596414148,0.39085754227929664,labelled
33,xxz,8,1.9148039638632306,1,-17.991154397944513,0.47959800902756766,labelled
34,xxz,8,-0.5872536247328755,0,-7.77625695840654,0.07305833647004008,labelled
35,xxz,8,1.7380579151001707,1,-17.06772953166556,0.44272614885751393,labelled
36,xxz,8,-0.16857928558796176,0,-8.962847233667125,0.12174571745697331,labelled
37,xxz,8,1.606798098797381,1,-16.398471233798684,0.415490048021909,labelled
38,xxz,8,0.4536074448966123,0,-11.188745772137654,0.20594453137192792,labelled
39,xxz,8,-0.2266599464611152,0,-8.781099376188596,0.11471303356723497,labelled
40,xxz,8,1.8199186276931623,1,-17.49229739288448,0.4598009802726976,labelled
41,xxz,8,0.21879820072874967,0,-10.293042093964088,0.17203834774940585,labelled
42,xxz,8,-0.0710857743518104,0,-9.278862516022492,0.1338211630875719,labelled
43,xxz,8,0.49834389233400667,0,-11.366378742161752,0.21273645488613172,labelled
44,xxz,8,1.3876809690237768,1,-15.313860109976686,0.37089461809980906,labelled
45,xxz,8,0.4707014245377228,0,-11.256363840463061,0.20852676293474512,labelled
46,xxz,8,1.8525467031614025,1,-17.66303029597747,0.4666115566299758,labelled
