sample_id,family,hamiltonian_parameter,label,split,seed,n_qubits,parameter,ground_energy,physical_diagnostic,split_type
0,xxz,1.3426714323571,1,test,151,8,1.3426714323571,-15.096251270193788,0.3619302985280923,parameter_block
1,xxz,1.4593377970295598,1,test,151,8,1.4593377970295598,-15.663981898575708,0.3853189760179289,parameter_block
2,xxz,-0.4888687929507331,0,train,151,8,-0.4888687929507331,-8.027347068912784,0.084177327187804,parameter_block
3,xxz,1.4033300516664349,1,test,151,8,1.4033300516664349,-15.389938560833558,0.374029319671796,parameter_block
4,xxz,-0.2838709784342567,0,train,151,8,-0.2838709784342567,-8.607050530341782,0.1078932018822457,parameter_block
5,xxz,0.1213746593470777,0,train,151,8,0.1213746593470777,-9.940355595750177,0.1587770649813735,parameter_block
6,xxz,0.4811796311559007,0,test,151,8,0.4811796311559007,-11.297969065441295,0.2101175365441096,parameter_block
7,xxz,1.4886938688783375,1,validation,151,8,1.4886938688783375,-15.808711745273513,0.3912774642366737,parameter_block
8,xxz,-0.2507648269436991,0,train,151,8,-0.2507648269436991,-8.707153377871865,0.1118271100150102,parameter_block
9,xxz,-0.4348427895610597,0,train,151,8,-0.4348427895610597,-8.173069542844566,0.0903366417337889,parameter_block
10,xxz,1.876158773980072,1,train,151,8,1.876158773980072,-17.78711531342204,0.4715390395300486,parameter_block
11,xxz,1.3969375629889489,1,test,151,8,1.3969375629889489,-15.358835244723505,0.372747742685434,parameter_block
12,xxz,0.0299201480262043,0,train,151,8,0.0299201480262043,-9.620009532577782,0.1467224077655029,parameter_block
13,xxz,0.3879906836868811,0,validation,151,8,0.3879906836868811,-10.93216646228682,0.1961795636368079,parameter_block
14,xxz,1.817078277732243,1,train,151,8,1.817078277732243,-17.477475115380102,0.4592081105033758,parameter_block
15,xxz,1.4679095720714894,1,test,151,8,1.4679095720714894,-15.706164732103009,0.3870560330993231,parameter_block
16,xxz,1.564408973204824,1,validation,151,8,1.564408973204824,-16.18542875645684,0.4067599673800416,parameter_block
17,xxz,1.546409506112564,1,validation,151,8,1.546409506112564,-16.095427905509716,0.4030656141551635,parameter_block
18,xxz,1.5992841384901593,1,validation,151,8,1.5992841384901593,-16.36059597150153,0.4139396825235309,parameter_block
19,xxz,1.480311475732316,1,validation,151,8,1.480311475732316,-15.767309062081816,0.3895733478192725,parameter_block
20,xxz,-0.6810958695057325,0,train,151,8,-0.6810958695057325,-7.555674404817001,0.0624622073041124,parameter_block
21,xxz,1.5847687887555726,1,validation,151,8,1.5847687887555726,-16.287564431514983,0.4109481075083249,parameter_block
22,xxz,1.4516271807867267,1,test,151,8,1.4516271807867267,-15.626091549318172,0.383758448976062,parameter_block
23,xxz,0.2190757959674194,0,validation,151,8,0.2190757959674194,-10.294063404581523,0.1720767796700165,parameter_block
24,xxz,0.6420525697532937,0,test,151,8,0.6420525697532937,-11.951425268893097,0.2353120192297992,parameter_block
25,xxz,-0.3457146729334314,0,train,151,8,-0.3457146729334314,-8.424700210010553,0.1006305577517522,parameter_block
26,xxz,0.235347694352339,0,validation,151,8,0.235347694352339,-10.35408993351183,0.1743361223886909,parameter_block
27,xxz,1.6420622399715847,1,validation,151,8,1.6420622399715847,-16.576861213387456,0.4227809398059254,parameter_block
28,xxz,-0.0634649882636109,0,train,151,8,-0.0634649882636109,-9.304123345617253,0.134780215736396,parameter_block
29,xxz,-0.383221298499639,0,train,151,8,-0.383221298499639,-8.317158767443866,0.0962759099522735,parameter_block
30,xxz,-0.7409826808373254,0,train,151,8,-0.7409826808373254,-7.425770152377304,0.0556170384047435,parameter_block
31,xxz,1.4141697858174094,1,test,151,8,1.4141697858174094,-15.442762519788207,0.3762058531111225,parameter_block
32,xxz,1.4866292808335575,1,validation,151,8,1.4866292808335575,-15.798508596414148,0.3908575422792966,parameter_block
33,xxz,1.9148039638632304,1,train,151,8,1.9148039638632304,-17.991154397944513,0.4795980090275676,parameter_block
34,xxz,-0.5872536247328755,0,train,151,8,-0.5872536247328755,-7.77625695840654,0.07305833647004,parameter_block
35,xxz,1.7380579151001707,1,train,151,8,1.7380579151001707,-17.06772953166556,0.4427261488575139,parameter_block
36,xxz,-0.1685792855879617,0,train,151,8,-0.1685792855879617,-8.962847233667125,0.1217457174569733,parameter_block
37,xxz,1.606798098797381,1,validation,151,8,1.606798098797381,-16.398471233798684,0.415490048021909,parameter_block
38,xxz,0.4536074448966123,0,test,151,8,0.4536074448966123,-11.188745772137654,0.2059445313719279,parameter_block
39,xxz,-0.2266599464611152,0,train,151,8,-0.2266599464611152,-8.781099376188596,0.1147130335672349,parameter_block
40,xxz,1.8199186276931625,1,train,151,8,1.8199186276931625,-17.49229739288448,0.4598009802726976,parameter_block
41,xxz,0.2187982007287496,0,validation,151,8,0.2187982007287496,-10.293042093964088,0.1720383477494058,parameter_block
42,xxz,-0.0710857743518104,0,train,151,8,-0.0710857743518104,-9.278862516022492,0.1338211630875719,parameter_block
43,xxz,0.4983438923340066,0,test,151,8,0.4983438923340066,-11.366378742161752,0.2127364548861317,parameter_block
44,xxz,1.3876809690237768,1,test,151,8,1.3876809690237768,-15.313860109976686,0.370894618099809,parameter_block
45,xxz,0.4707014245377228,0,test,151,8,0.4707014245377228,-11.25636384046306,0.2085267629347451,parameter_block
46,xxz,1.8525467031614025,1,train,151,8,1.8525467031614025,-17.66303029597747,0.4666115566299758,parameter_block
47,xxz,-0.2088780835968493,0,train,151,8,-0.2088780835968493,-8.83621122386889,0.1168540544842348,parameter_block
48,xxz,-0.6339700008426463,0,train,151,8,-0.6339700008426463,-7.663990339277811,0.0677922863942721,parameter_block
49,xxz,1.3392801545127044,1,test,151,8,1.3392801545127044,-15.079928180197774,0.361258092865582,parameter_block
50,xxz,1.888621437937972,1,train,151,8,1.888621437937972,-17.852786944616604,0.4741389311707848,parameter_block
51,xxz,1.4175688953154906,1,test,151,8,1.4175688953154906,-15.459348234174255,0.3768892280899249,parameter_block
52,xxz,0.4859662883272586,0,test,151,8,0.4859662883272586,-11.317014730392282,0.2108462465326046,parameter_block
53,xxz,1.4727869491454713,1,test,151,8,1.4727869491454713,-15.730195439777797,0.3880454631357742,parameter_block
54,xxz,0.4507964442390781,0,test,151,8,0.4507964442390781,-11.177656888775886,0.2055214286460371,parameter_block
55,xxz,1.7559283130662715,1,train,151,8,1.7559283130662715,-17.159948371024537,0.4464504051364484,parameter_block
56,xxz,-0.4756459310795413,0,train,151,8,-0.4756459310795413,-8.062518544193416,0.0856802006719282,parameter_block
57,xxz,1.5296685342553586,1,validation,151,8,1.5296685342553586,-16.01196840452128,0.3996369487136486,parameter_block
58,xxz,0.1679292157976883,0,train,151,8,0.1679292157976883,-10.10744876014843,0.1650583040788256,parameter_block
59,xxz,1.8407838082706551,1,train,151,8,1.8407838082706551,-17.601380328419356,0.4641563202952521,parameter_block
60,xxz,0.0015874243869371,0,train,151,8,0.0015874243869371,-9.5229479662301,0.1430612739621094,parameter_block
61,xxz,-0.6940934975810368,0,train,151,8,-0.6940934975810368,-7.526719477801572,0.0609854212772914,parameter_block
62,xxz,-0.3500633142840794,0,train,151,8,-0.3500633142840794,-8.412111438791714,0.1001238287212241,parameter_block
63,xxz,1.7194702006777391,1,train,151,8,1.7194702006777391,-16.97208700988695,0.4388553640000832,parameter_block
64,xxz,1.654102555486936,1,validation,151,8,1.654102555486936,-16.63800838836483,0.4252754212678152,parameter_block
65,xxz,0.3833716365853141,0,validation,151,8,0.3833716365853141,-10.91428455495658,0.1955008586438269,parameter_block
66,xxz,-0.0963725915847261,0,train,151,8,-0.0963725915847261,-9.195615991621665,0.1306550145043842,parameter_block
67,xxz,1.5834414280183775,1,validation,151,8,1.5834414280183775,-16.280894951221057,0.4106747722647581,parameter_block
68,xxz,1.8697949992703544,1,train,151,8,1.8697949992703544,-17.75362907530754,0.4702111974561789,parameter_block
69,xxz,1.3677545244341365,1,test,151,8,1.3677545244341365,-15.217299856304903,0.3669163227266677,parameter_block
70,xxz,1.5697825012554218,1,validation,151,8,1.5697825012554218,-16.212350991887728,0.4078643991629481,parameter_block
71,xxz,-0.488041828076724,0,train,151,8,-0.488041828076724,-8.029537159056769,0.0842712388626865,parameter_block
72,xxz,0.16177617892365,0,train,151,8,0.16177617892365,-10.0852118455798,0.1642223429871529,parameter_block
73,xxz,1.4801488108239915,1,validation,151,8,1.4801488108239915,-15.766506222274831,0.3895402996335249,parameter_block
74,xxz,1.5842262267305252,1,validation,151,8,1.5842262267305252,-16.284838084104127,0.4108363762906485,parameter_block
75,xxz,0.44147653282154,0,validation,151,8,0.44147653282154,-11.140953359795226,0.2041217050085254,parameter_block
76,xxz,1.5709828526217404,1,validation,151,8,1.5709828526217404,-16.218368302863333,0.408111202979364,parameter_block
77,xxz,-0.7187724514644876,0,train,151,8,-0.7187724514644876,-7.472887518211703,0.0581692214608397,parameter_block
78,xxz,0.5233258425543248,0,test,151,8,0.5233258425543248,-11.466512601800252,0.2165774018457406,parameter_block
79,xxz,1.984373488290914,1,train,151,8,1.984373488290914,-18.3614145646756,0.4940723089764781,parameter_block
80,xxz,0.55,0,test,151,8,0.55,-11.574164841267793,0.2207170181479917,parameter_block
81,xxz,0.5650000000000001,0,test,151,8,0.5650000000000001,-11.635033705146666,0.2230624729250409,parameter_block
82,xxz,0.5800000000000001,0,test,151,8,0.5800000000000001,-11.696139862163738,0.2254206413710196,parameter_block
83,xxz,0.5950000000000001,0,test,151,8,0.5950000000000001,-11.757482278505355,0.2277915690589378,parameter_block
84,xxz,0.61,0,test,151,8,0.61,-11.81905994016902,0.2301752982043193,parameter_block
85,xxz,0.625,0,test,151,8,0.625,-11.880871852455355,0.2325718675738046,parameter_block
