evaluation,train_loss,validation_loss,success,message
0,0.693147180559936,,,
1,0.6931471805599361,,,
2,0.6931471805599355,,,
3,0.693147180559936,,,
4,0.6931471805599355,,,
5,0.6931471805599358,,,
6,0.693147180559936,,,
7,0.6931471805599356,,,
8,0.6931471805599363,,,
9,0.6931471805599363,,,
10,0.6931471805599355,,,
11,0.6931471805599363,,,
12,0.6931471805599362,,,
13,0.6931471805599354,,,
14,0.6931471805599367,,,
15,0.6931471805599354,,,
16,0.6931471805599356,,,
17,0.6931471805599355,,,
18,0.6931471805599357,,,
19,0.6931471805599355,,,
20,0.6931471805599355,,,
21,0.6931471805599356,,,
22,0.6931471805599355,,,
23,0.6931471805599355,,,
24,0.6931471805599354,,,
25,0.6931471805599355,,,
26,0.6931471805599355,,,
27,0.6931471805599355,,,
28,0.6931471805599356,,,
29,0.6931471805599355,,,
30,0.6931471805599355,,,
31,0.6931471805599355,,,
32,0.6931471805599355,,,
33,0.6931471805599354,,,
34,0.6931471805599356,,,
35,0.6931471805599355,,,
36,0.6931471805599356,,,
37,0.6931471805599355,,,
38,0.6931471805599356,,,
39,0.6931471805599354,,,
40,0.6931471805599356,,,
41,0.6931471805599356,,,
42,0.6931471805599355,,,
43,0.6931471805599356,,,
44,0.6931471805599356,,,
45,0.6931471805599356,,,
46,0.6931471805599356,,,
47,0.6931471805599356,,,
48,0.6931471805599356,,,
49,0.6931471805599355,,,
50,0.6931471805599354,,,
51,0.6931471805599356,,,
52,0.6931471805599355,,,
53,0.6931471805599356,,,
54,0.6931471805599355,,,
55,0.6931471805599355,,,
56,0.6931471805599354,,,
57,0.6931471805599356,,,
58,0.6931471805599355,,,
59,0.6931471805599356,,,
60,0.6931471805599356,,,
61,0.6931471805599356,,,
62,0.6931471805599355,,,
63,0.6931471805599356,,,
64,0.6931471805599354,,,
65,0.6931471805599354,,,
66,0.6931471805599356,,,
67,0.6931471805599356,,,
68,0.6931471805599355,,,
69,0.6931471805599357,,,
70,0.6931471805599356,,,
71,0.6931471805599356,,,
72,,0.6931471805599528,True,Return from COBYLA because the trust region radius reaches its lower bound.
