evaluation,train_loss,validation_loss,success,message
0,0.6931471805599493,,,
1,0.69314718055995,,,
2,0.6931471805599438,,,
3,0.6931471805599385,,,
4,0.6931471805599385,,,
5,0.6931471805599462,,,
6,0.6931471805599373,,,
7,0.693147180559936,,,
8,0.6931471805599391,,,
9,0.6931471805599445,,,
10,0.693147180559936,,,
11,0.6931471805599386,,,
12,0.6931471805599365,,,
13,0.693147180559936,,,
14,0.6931471805599291,,,
15,0.6931471805599418,,,
16,0.6931471805599291,,,
17,0.6931471805599231,,,
18,0.6931471805599397,,,
19,0.6931471805599013,,,
20,0.6931471805598802,,,
21,0.6931471805598939,,,
22,0.693147180559879,,,
23,0.6931471805598802,,,
24,0.6931471805598787,,,
25,0.6931471805598689,,,
26,0.69314718055987,,,
27,0.6931471805598726,,,
28,0.6931471805598692,,,
29,0.6931471805598731,,,
30,0.6931471805598591,,,
31,0.693147180559856,,,
32,0.6931471805598596,,,
33,0.6931471805598594,,,
34,0.6931471805598504,,,
35,0.6931471805598556,,,
36,0.69314718055985,,,
37,0.6931471805598532,,,
38,0.6931471805598504,,,
39,0.6931471805598485,,,
40,0.6931471805598557,,,
41,0.6931471805598487,,,
42,0.6931471805598527,,,
43,0.6931471805598487,,,
44,0.6931471805598489,,,
45,0.6931471805598483,,,
46,0.69314718055985,,,
47,0.6931471805598476,,,
48,0.6931471805598466,,,
49,0.6931471805598474,,,
50,0.6931471805598459,,,
51,0.6931471805598501,,,
52,0.6931471805598469,,,
53,0.6931471805598486,,,
54,0.6931471805598454,,,
55,0.6931471805598477,,,
56,0.6931471805598444,,,
57,0.6931471805598487,,,
58,0.6931471805598469,,,
59,0.6931471805598468,,,
60,0.6931471805598461,,,
61,0.6931471805598447,,,
62,0.6931471805598445,,,
63,0.6931471805598449,,,
64,0.6931471805598439,,,
65,0.6931471805598435,,,
66,0.6931471805598431,,,
67,0.6931471805598429,,,
68,0.6931471805598425,,,
69,0.6931471805598425,,,
70,0.6931471805598425,,,
71,0.6931471805598424,,,
72,0.6931471805598421,,,
73,0.6931471805598421,,,
74,0.6931471805598423,,,
75,0.6931471805598418,,,
76,0.693147180559842,,,
77,0.6931471805598418,,,
78,0.6931471805598414,,,
79,0.6931471805598414,,,
80,0.6931471805598416,,,
81,0.6931471805598413,,,
82,0.6931471805598411,,,
83,0.6931471805598408,,,
84,0.6931471805598409,,,
85,0.6931471805598409,,,
86,0.6931471805598408,,,
87,0.6931471805598408,,,
88,0.6931471805598408,,,
89,0.6931471805598408,,,
90,0.6931471805598408,,,
91,0.6931471805598409,,,
92,0.6931471805598408,,,
93,0.6931471805598411,,,
94,0.6931471805598408,,,
95,0.6931471805598408,,,
96,0.6931471805598409,,,
97,0.6931471805598408,,,
98,0.6931471805598411,,,
99,0.6931471805598409,,,
100,0.6931471805598408,,,
101,0.6931471805598409,,,
102,0.6931471805598408,,,
103,0.6931471805598411,,,
104,0.6931471805598408,,,
105,0.6931471805598408,,,
106,0.6931471805598408,,,
107,0.6931471805598409,,,
108,0.6931471805598409,,,
109,0.6931471805598408,,,
110,0.6931471805598409,,,
111,0.6931471805598409,,,
112,0.6931471805598409,,,
113,0.6931471805598409,,,
114,0.6931471805598409,,,
115,0.6931471805598409,,,
116,0.6931471805598409,,,
117,0.6931471805598409,,,
118,0.6931471805598409,,,
119,0.6931471805598408,,,
120,,0.6931471805599672,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.
