evaluation,train_loss,validation_loss,success,message
0,0.6931471805630374,,,
1,0.6931471805628487,,,
2,0.6931471805629682,,,
3,0.6931471805633441,,,
4,0.6931471805628487,,,
5,0.693147180562679,,,
6,0.693147180562579,,,
7,0.6931471805624561,,,
8,0.693147180562245,,,
9,0.6931471805614378,,,
10,0.6931471805614376,,,
11,0.6931471805611679,,,
12,0.6931471805605137,,,
13,0.6931471805605138,,,
14,0.6931471805607551,,,
15,0.6931471805602616,,,
16,0.6931471805602616,,,
17,0.6931471805604866,,,
18,0.6931471805599896,,,
19,0.6931471805587942,,,
20,0.6931471805572951,,,
21,0.6931471805573349,,,
22,0.6931471805573024,,,
23,0.6931471805581815,,,
24,0.6931471805575764,,,
25,0.6931471805572915,,,
26,0.6931471805573806,,,
27,0.6931471805574183,,,
28,0.69314718055723,,,
29,0.6931471805569708,,,
30,0.6931471805572197,,,
31,0.693147180557108,,,
32,0.6931471805574062,,,
33,0.6931471805569421,,,
34,0.6931471805564657,,,
35,0.6931471805563749,,,
36,0.6931471805565961,,,
37,0.6931471805564213,,,
38,0.693147180556158,,,
39,0.6931471805562922,,,
40,0.6931471805562188,,,
41,0.6931471805564977,,,
42,0.6931471805561581,,,
43,0.6931471805562216,,,
44,0.6931471805559986,,,
45,0.693147180555864,,,
46,0.6931471805566376,,,
47,0.6931471805559608,,,
48,0.6931471805564942,,,
49,0.6931471805559367,,,
50,0.6931471805558352,,,
51,0.6931471805558559,,,
52,0.6931471805557665,,,
53,0.6931471805555866,,,
54,0.6931471805557207,,,
55,0.6931471805557438,,,
56,0.6931471805557875,,,
57,0.6931471805556801,,,
58,0.6931471805557132,,,
59,0.6931471805556377,,,
60,0.693147180555683,,,
61,0.6931471805555114,,,
62,0.6931471805557197,,,
63,0.6931471805556372,,,
64,0.6931471805555228,,,
65,0.6931471805555682,,,
66,0.6931471805556539,,,
67,0.693147180555535,,,
68,0.6931471805560081,,,
69,0.6931471805555083,,,
70,0.693147180555567,,,
71,0.6931471805554974,,,
72,0.6931471805554846,,,
73,0.6931471805554947,,,
74,0.6931471805554922,,,
75,0.6931471805554713,,,
76,0.6931471805554679,,,
77,0.6931471805554763,,,
78,0.6931471805554611,,,
79,0.693147180555442,,,
80,0.6931471805554426,,,
81,0.6931471805554468,,,
82,0.6931471805554275,,,
83,0.6931471805554283,,,
84,0.693147180555435,,,
85,0.6931471805554106,,,
86,0.6931471805554043,,,
87,0.6931471805553951,,,
88,0.6931471805553941,,,
89,0.6931471805553918,,,
90,0.6931471805553936,,,
91,0.6931471805554101,,,
92,0.6931471805553661,,,
93,0.693147180555347,,,
94,0.6931471805553385,,,
95,0.6931471805553223,,,
96,0.6931471805553164,,,
97,0.6931471805552898,,,
98,0.6931471805552883,,,
99,0.6931471805552675,,,
100,0.6931471805552513,,,
101,0.6931471805552396,,,
102,0.693147180555232,,,
103,0.6931471805552183,,,
104,0.6931471805552112,,,
105,0.6931471805552051,,,
106,0.6931471805552035,,,
107,0.6931471805552059,,,
108,0.6931471805551982,,,
109,0.6931471805551777,,,
110,0.6931471805551516,,,
111,0.6931471805551291,,,
112,0.6931471805551198,,,
113,0.6931471805551249,,,
114,0.6931471805551185,,,
115,0.693147180555116,,,
116,0.6931471805551197,,,
117,0.6931471805551201,,,
118,0.6931471805550952,,,
119,0.6931471805550926,,,
120,,0.6931471805553345,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.
